emb0,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,label,file_n,sample_n,file_name,loss,reconstruction_loss,divergence_loss,stoicheometry_loss
1.70226,28.711529,18.24305,7.2239494,13.967331,13.581081,3.5091987,29.44043,4.457373,36.31593,55.17449,6.409869,14.530651,35.1681,1.3165723,-14.866339,4.0474224,3.8102903,-2.4511716,29.345013,5.593502,-5.7632737,5.2069483,32.533127,8.754398,-3.3428905,4.3682218,43.047882,16.9366,1.3462952,-14.8812,28.786158,liver cancer - patient 2177,0,1087,liver cancer - patient 2177_10000,127375.016,123496.12,3878.8965,0.0
60.185345,7.7781916,18.390469,147.86497,44.0707,2.5483098,1429.4526,38.300224,-1.3702513,0.6212013,3.195909,8.207459,55.61431,5.4324903,11.106451,-3.5974479,13.265572,170.09949,17.450113,50.29653,8.669206,9.630451,124.97761,138.92984,4.106883,2.27189,-3.6880586,17.860294,17.00709,6.780549,13.548081,0.95113724,liver cancer - patient 2177,0,1819,liver cancer - patient 2177_10000,34512120.0,33480692.0,1031427.25,0.0
8.165436,6.0543838,10.774002,10.131765,7.017291,2.7840528,27.903519,16.57686,-0.0025029778,3.856234,7.156335,4.0374727,9.370048,6.9680037,3.7652884,-4.784066,4.656331,14.768002,5.9035263,6.2492957,4.8357015,-1.2559651,9.850416,11.656784,3.1704679,0.6043676,0.111827016,11.516943,7.9791384,2.0977592,-2.3159037,3.8603802,liver cancer - patient 2177,0,2308,liver cancer - patient 2177_10000,72897.29,72240.86,656.4301,0.0
0.9366622,4.380274,1.1966964,3.5148706,0.5074516,6.946022,2.1151924,3.244081,6.4507284,10.853605,13.522551,2.898269,4.0895658,6.89984,-0.6370929,-5.524704,3.4030952,1.6360121,2.1064901,7.614434,0.4893217,-0.9040923,1.2782795,2.0760448,8.647432,1.7591627,8.075168,10.895914,5.442076,4.0023766,-0.5822017,9.039301,liver cancer - patient 2177,0,6084,liver cancer - patient 2177_10000,91514.67,91255.73,258.9438,0.0
3.69558,1.9889733,3.9098718,6.2130413,3.6473808,2.3720524,11.045635,5.6411085,0.5566566,1.1883041,3.255427,1.7137103,4.0678577,2.4079895,3.1544309,-1.8631573,2.000557,6.318758,3.241879,2.9748778,3.193091,-0.12614685,4.8519626,5.0556793,1.7777185,1.15359,0.22129446,4.964056,4.494405,1.5808957,0.7207742,1.9601,liver cancer - patient 2177,0,3724,liver cancer - patient 2177_10000,19226.678,19115.613,111.065384,0.0
4.087323,2.0674214,2.0317776,2.741682,4.873596,1.4888144,6.254236,0.6678965,1.9638526,1.3381507,0.48671252,1.7934346,4.0938387,0.46516222,3.316403,1.8034738,0.47338295,3.193509,-0.5342787,4.3029127,1.1429121,2.119608,4.1174803,6.11945,0.8882792,-0.003867805,1.1802197,0.3149501,2.5845761,3.3238132,2.561572,1.5965806,liver cancer - patient 2177,0,3184,liver cancer - patient 2177_10000,33625.09,33564.582,60.50901,0.0
4.7414665,0.013108671,-0.2090801,1.6795362,0.6470951,2.7110782,2.217699,-0.93478805,5.936573,2.9342206,1.9164606,1.711432,2.787817,-1.1524789,0.8777891,3.638125,0.6260694,3.5233498,2.1720426,0.21015227,-2.3667157,0.86803645,-0.027186096,-0.5151926,2.6359787,1.8040504,5.1805487,1.5252974,3.9966412,4.6006813,5.859148,1.6553457,liver cancer - patient 2177,0,6387,liver cancer - patient 2177_10000,26149.697,26082.365,67.33165,0.0
3.8233433,1.8944858,4.107823,6.379122,3.896658,2.3412988,11.765211,5.812983,0.5257584,1.222679,3.2024727,1.7737887,4.17127,2.4730065,3.212689,-1.8616124,2.2518363,6.6481743,3.2772584,3.0076947,3.3165512,-0.055206537,5.114188,5.280321,1.7019908,1.2486678,0.2195437,5.119373,4.458884,1.6491604,0.78449166,1.9427046,liver cancer - patient 2177,0,3728,liver cancer - patient 2177_10000,20681.436,20561.172,120.2635,0.0
12.842239,4.2176385,9.779827,26.522842,11.981883,2.3388066,94.6969,13.876744,-0.35806012,1.5832316,2.6422944,3.35046,13.310043,3.0604358,6.148787,-2.66606,6.422661,26.506159,8.4062,10.004828,4.9348536,3.0602434,21.971037,19.178886,2.1024995,1.760494,-1.4642597,10.239195,8.952887,4.0302877,4.711794,1.0602026,liver cancer - patient 2177,0,2702,liver cancer - patient 2177_10000,262305.03,257899.34,4405.6934,0.0
6.7558436,0.74572027,-2.2985373,4.6669273,-2.0791235,6.047918,5.8984003,-1.5055566,21.20168,10.76056,10.770008,4.133971,2.8092742,-1.50693,-1.5365107,0.73011863,2.8889375,4.873487,10.468723,0.6234288,-3.4256465,0.5466914,-0.9583145,-3.9880068,13.448589,6.2228765,17.91874,9.558831,10.142008,12.749011,19.314762,5.026574,liver cancer - patient 2177,0,7883,liver cancer - patient 2177_10000,160054.92,159431.2,623.7159,0.0
8.60888,2.478374,3.7213063,6.2049503,10.973595,1.9034634,15.523607,2.0150552,2.5368347,2.2576876,0.31339073,3.4502144,10.411192,0.97377104,4.997708,2.8106399,1.1697246,6.593671,-0.42688668,11.297303,1.6334811,4.4309835,9.874389,19.75721,1.3271998,0.16755843,0.95806575,0.6437447,4.880344,6.178259,5.5621815,1.1384822,liver cancer - patient 2177,0,2930,liver cancer - patient 2177_10000,120855.305,120493.06,362.24084,0.0
0.68193024,2.9534264,1.1398962,2.2146196,0.81732845,4.0091286,1.3037258,2.1203728,3.0596285,5.773445,7.4466867,2.4821231,2.2176945,5.6907644,-0.086181164,-3.754421,1.4371471,1.1937529,0.5824563,4.9871864,0.35843015,-0.65647554,1.3950744,2.6910465,4.52654,0.7563454,3.7979083,5.6074038,3.136997,1.6678346,-1.3532839,5.5270643,liver cancer - patient 2177,0,5988,liver cancer - patient 2177_10000,24151.47,24057.93,93.54091,0.0
9.44096,2.7582197,6.7265234,16.654068,9.112978,2.031735,38.10135,5.929512,-0.036145926,0.6340645,1.4086052,2.9917722,10.980162,2.6804318,4.301244,-0.63799226,3.6115043,15.685305,4.250689,9.158107,3.744958,3.780497,16.100979,17.979237,2.0759683,1.4530727,-1.140316,4.9362645,5.9055843,3.3693936,5.648981,0.6629509,liver cancer - patient 2177,0,4890,liver cancer - patient 2177_10000,120225.336,119337.92,887.4121,0.0
1.0416081,9.476957,5.278893,4.3786097,5.1056137,9.451363,0.7665266,8.763491,6.063108,17.688519,23.431763,3.7259583,6.661765,15.178249,-0.14519686,-9.571907,3.1555152,1.279357,-0.6416894,15.3596325,2.9318552,-2.547404,2.8511996,9.870597,8.728802,-0.73664397,5.848296,17.095787,6.91768,2.270768,-6.793971,14.326138,liver cancer - patient 2177,0,6718,liver cancer - patient 2177_10000,71894.67,71168.29,726.37976,0.0
11.630756,1.8589576,1.4776685,2.4903412,6.428013,3.8371367,6.3977594,-1.6997671,8.370343,5.857174,0.14205933,3.691307,9.538713,0.06391293,5.281781,10.136149,-0.36995173,5.8941846,-1.9115634,5.178414,-3.1546535,2.4930258,3.5771017,11.994154,2.3585937,0.026909232,5.712679,-2.3794615,5.3079906,5.607235,5.751359,3.205905,liver cancer - patient 2177,0,5423,liver cancer - patient 2177_10000,124735.77,124485.805,249.97256,0.0
13.099646,3.307452,4.551429,8.549188,15.970703,2.309344,24.892223,2.2975821,2.7742045,2.5914044,0.3009292,4.0862384,15.125752,1.205641,6.6151953,3.1664228,1.7699409,9.691029,-0.7200668,18.376925,2.5195358,6.0146055,14.655163,33.339172,1.897788,-0.2803442,0.6927953,0.15898901,6.126015,7.66421,6.9264226,1.6886781,liver cancer - patient 2177,0,3213,liver cancer - patient 2177_10000,212732.81,211775.5,957.3109,0.0
4.6688967,1.9733652,1.6864977,2.3336668,5.490181,2.0516706,5.678753,-0.12020534,3.535747,2.776949,0.039746106,2.843927,5.283854,0.69091713,3.7789574,3.9025908,-0.08879763,2.942895,-1.4869177,4.403243,-0.22574365,1.7455235,3.1337543,7.2542167,0.63295734,0.31167865,1.7379773,-0.53191036,3.2098079,3.4587333,2.7127376,1.3935201,liver cancer - patient 2177,0,3017,liver cancer - patient 2177_10000,46490.004,46412.906,77.096985,0.0
11.314981,3.9714406,5.991227,8.559513,10.678669,1.2582698,25.544197,5.193779,0.8405457,1.5151579,0.10917568,4.2377295,11.485491,1.7038949,4.838661,0.81581783,3.705265,10.734442,2.2147684,12.574976,2.9114113,5.274782,13.766805,24.010834,1.8884258,1.0115546,-0.012699127,1.0732644,4.555119,5.1514874,7.0990586,1.8335401,liver cancer - patient 2177,0,382,liver cancer - patient 2177_10000,134698.42,134071.84,626.5814,0.0
6.1746235,2.1284592,4.923828,9.857294,5.6829853,2.0216022,18.915688,5.4289703,0.039772093,0.459832,1.517564,1.9018737,6.6308317,1.674274,3.3789315,-1.4310117,2.8993535,9.343964,3.493411,5.1651015,2.9708748,2.187111,9.280876,9.860176,1.1790823,1.2075386,-0.7409422,3.772467,4.553008,1.9245521,4.1486387,1.1475854,liver cancer - patient 2177,0,4237,liver cancer - patient 2177_10000,49935.438,49680.836,254.60251,0.0
12.396822,3.0832987,8.16442,21.524836,11.934283,2.4839773,64.934166,8.343656,-0.2822234,0.7334546,1.5689677,3.0338125,14.340416,2.2917345,5.527294,-1.2894183,4.822309,21.815908,4.908993,11.342352,4.7114725,4.607215,21.622234,25.397156,1.7294996,1.2992387,-1.3572285,6.500122,6.899723,4.459706,6.3736305,1.0764915,liver cancer - patient 2177,0,4721,liver cancer - patient 2177_10000,213961.31,211649.53,2311.7793,0.0
0.9641108,10.791986,1.6420972,9.5296135,0.8586358,24.493671,5.104244,4.41593,50.760612,82.723915,115.243904,5.4574366,10.287903,13.116491,-2.313216,-11.907436,9.572295,3.008768,6.8563786,16.272778,0.79178697,-2.3103645,1.3268836,2.023735,53.191124,4.8462853,42.285976,93.94477,20.474285,15.227314,1.5053667,25.31529,liver cancer - patient 2177,0,9547,liver cancer - patient 2177_10000,1124281.8,1110036.6,14245.078,0.0
0.08009696,15.472979,3.892808,8.411755,3.118424,21.303656,2.8865266,5.458511,33.79398,64.85134,98.282936,4.603464,10.297638,18.758816,-1.4033134,-13.798967,8.163984,2.0083518,3.1202028,20.302834,2.8875754,-2.8017359,2.1545358,5.500311,32.782707,2.7537215,31.221603,87.848,16.187742,9.378808,-3.3823867,27.883152,liver cancer - patient 2177,0,9477,liver cancer - patient 2177_10000,855166.6,845577.1,9589.5,0.0
3.1295037,1.3942641,2.1226144,3.2990656,2.9670773,1.6874542,5.3554964,0.28071064,1.1792636,0.8116327,0.6647487,1.807643,3.0526452,0.92694587,1.8532374,1.530425,-0.006570041,3.112531,0.05426556,2.5653741,0.85430455,1.3832124,2.9825678,5.1292286,0.8185731,0.89066577,0.9622996,1.0176098,2.3016062,2.4349709,2.2330227,0.99205595,liver cancer - patient 2177,0,4795,liver cancer - patient 2177_10000,16074.003,16034.02,39.983658,0.0
13.056548,3.2510428,7.572361,19.82396,13.688759,2.5740247,55.009003,6.242797,0.29140854,0.5422153,1.0209851,3.6864204,16.882238,2.2645793,5.8305798,0.12293112,3.7121344,19.477358,2.9289165,14.637985,3.7292318,5.2933226,22.665977,36.087914,2.3377268,0.9056182,-0.73214936,3.60351,7.1524906,5.566238,8.475681,0.7323626,liver cancer - patient 2177,0,4747,liver cancer - patient 2177_10000,257286.83,255191.62,2095.2058,0.0
1.8141235,10.495687,0.38862297,10.894592,-0.5231361,27.01812,6.525859,3.2654238,83.566345,93.8916,130.9555,5.417635,11.737609,10.541662,-2.3790917,-11.377901,10.533785,3.5400326,9.989416,15.54534,-0.14998496,-2.4522512,0.8723308,0.14675356,77.06996,6.683287,68.660324,120.027695,24.706833,22.69926,5.35596,26.417599,liver cancer - patient 2177,0,9366,liver cancer - patient 2177_10000,1595423.5,1571760.5,23663.049,0.0
15.467117,1.2394077,0.3108673,2.8592877,6.104094,4.43009,6.759814,-2.866084,14.882961,8.952841,0.23720074,4.1995983,11.937775,-0.9845199,5.5799317,14.877413,-0.32328385,7.2535124,-0.9997384,4.2054386,-4.7839184,2.1824265,2.3249388,10.285587,3.9959402,1.1064519,9.096694,-2.3965015,6.8645267,9.434292,8.6311655,4.501154,liver cancer - patient 2177,0,5334,liver cancer - patient 2177_10000,170720.98,170288.53,432.44644,0.0
1.0669475,5.9126253,3.4900482,3.4439256,3.3805375,6.647382,0.9013224,5.6059375,4.9274426,10.709305,13.640528,2.7419071,4.423481,9.294674,-0.25510395,-6.618218,2.3314006,1.1655278,-0.060507238,10.215736,2.231134,-1.6607528,1.8371668,6.0245943,6.2045107,-0.17848533,4.864994,9.959387,5.0434165,2.0600388,-4.112456,9.02295,liver cancer - patient 2177,0,6652,liver cancer - patient 2177_10000,41383.39,41088.543,294.84958,0.0
1.7836022,15.943175,0.6508256,12.572023,0.40500182,40.705036,7.878606,3.7855487,153.60266,209.62526,330.88806,6.1493883,16.701029,15.250738,-2.7359948,-13.813053,14.764917,3.549971,12.29151,20.903103,0.5684724,-2.8584232,1.5457492,1.0153419,147.37514,7.032117,103.81343,271.22586,32.798096,27.578285,4.7111874,39.03471,liver cancer - patient 2177,0,9032,liver cancer - patient 2177_10000,5820953.0,5694206.0,126747.0,0.0
20.257313,6.0158877,11.820304,42.423203,15.638975,3.0948682,223.84827,22.565805,-0.44511586,1.3759197,2.8930855,4.7840853,17.390633,4.879654,6.7258215,-3.6732526,8.382372,54.133617,12.875958,13.808926,6.7181454,3.8533287,35.909374,30.35616,2.9563234,1.5231131,-2.717979,14.522332,12.321766,4.0318007,5.745902,1.6940758,liver cancer - patient 2177,0,580,liver cancer - patient 2177_10000,1034514.56,1009851.5,24663.066,0.0
0.3954033,13.293716,3.2116556,8.6619215,2.3393016,21.119133,3.4112065,4.5220923,36.407463,62.534405,89.861176,4.6612883,9.927944,16.374577,-1.687433,-12.916104,8.163907,2.085734,4.0905204,18.323372,2.1057115,-2.5524442,1.8625922,4.187344,35.011826,3.367036,32.54005,82.121475,16.525373,10.730736,-1.7492377,25.264194,liver cancer - patient 2177,0,9491,liver cancer - patient 2177_10000,808713.9,800182.4,8531.495,0.0
0.9222373,2.5177355,1.1169766,2.0849462,0.94790083,3.5713706,1.101338,1.6088086,3.6905303,4.347515,5.61738,1.2560704,1.8902774,3.2773423,-0.036750734,-2.5805635,1.4796562,1.2830703,1.1803728,4.015662,0.6752774,-0.49498713,0.9215553,1.3179957,3.4808443,0.8771069,3.6621213,4.657035,3.1416051,2.4478908,0.046354413,3.827224,liver cancer - patient 2177,0,6526,liver cancer - patient 2177_10000,19734.809,19676.316,58.492043,0.0
13.070197,4.8353057,10.459666,24.178614,10.461216,3.3246784,112.1028,19.184795,-0.60220796,1.1702236,3.4125962,3.9619288,12.710704,3.9207625,5.488528,-4.4165697,6.37208,31.024384,10.502474,7.7280445,5.819395,1.3335545,19.376549,15.973467,1.64472,1.7363675,-1.2689085,13.404337,9.786058,3.0235276,2.1998663,2.3236575,liver cancer - patient 2177,0,4346,liver cancer - patient 2177_10000,294874.2,288874.12,6000.047,0.0
3.603382,0.64070624,0.9135276,2.2138464,1.6931211,2.0311723,2.9149618,-1.33816,3.177681,2.5091524,0.5734935,1.8240278,2.651114,0.22586232,1.8472726,4.256028,-0.6462609,3.210699,-0.04075414,1.0574194,-1.1192138,0.6593684,1.4598027,2.7989395,1.4949778,0.8486911,3.0679398,-0.27528077,2.4835227,2.4715078,2.8383403,2.0095313,liver cancer - patient 2177,0,4974,liver cancer - patient 2177_10000,21929.535,21888.744,40.79183,0.0
5.356846,1.0127763,-1.7236545,4.9140735,-1.9349219,5.538085,4.866807,-1.4804916,17.41137,10.169158,11.109294,4.3175097,2.8217106,-0.43241286,-1.7053108,-0.30372465,2.6605744,3.9385462,9.173873,1.3251094,-3.014802,0.33124366,-0.5638209,-3.261212,12.315868,5.282346,15.058441,9.863199,8.141406,10.624992,14.634079,5.3571496,liver cancer - patient 2177,0,7913,liver cancer - patient 2177_10000,136582.73,136133.89,448.84302,0.0
4.247117,-0.088605285,-0.67222786,1.3617605,0.23598468,2.1947012,2.728073,-1.5853555,5.5421057,3.0479686,1.9174407,2.1698437,2.3097854,-0.98438233,1.0213938,3.2903175,0.3264997,4.2255707,2.401975,-0.004361093,-2.7431288,0.70261323,0.124191046,-0.81935096,3.1887696,2.0048285,5.0113726,1.042823,3.8766036,4.0440025,5.6514406,2.2568445,liver cancer - patient 2177,0,5611,liver cancer - patient 2177_10000,25276.328,25208.34,67.9881,0.0
5.0311766,4.280569,-1.6346076,9.267194,-2.1441574,14.540901,7.72291,-0.042556405,57.900265,41.06302,44.032417,5.403494,7.6532135,2.1741114,-2.2591863,-5.2927876,6.081788,4.631956,14.866798,6.5140724,-2.725795,-1.0647001,-0.16164756,-3.7407415,47.152542,6.7555637,47.903812,42.790245,19.08057,25.294943,20.234884,14.586784,liver cancer - patient 2177,0,8480,liver cancer - patient 2177_10000,629940.2,624798.6,5141.5845,0.0
0.9929929,9.082029,6.589451,4.2757983,5.670587,8.112457,1.048632,8.287155,4.2527843,13.8869,18.016476,3.4721029,6.1878576,14.170491,0.16579616,-8.843153,2.3093858,1.4959942,-1.1154274,14.706142,2.7040813,-2.6178133,2.9421496,10.773773,6.322125,-1.4021893,4.2465315,13.896259,6.599455,1.6034945,-7.403135,12.926157,liver cancer - patient 2177,0,6625,liver cancer - patient 2177_10000,36281.254,35709.88,571.37476,0.0
6.9311867,-0.23818976,-1.3301659,1.9613318,-0.018606365,3.002037,4.20772,-2.3041058,10.464813,5.3265867,2.7960496,3.073648,3.3170023,-2.2577493,1.135684,5.00086,0.6067552,6.0944185,3.8630624,-0.3582695,-4.3291326,1.035609,-0.16491765,-1.7233644,5.0967245,3.3059382,8.844071,1.791755,6.1739216,7.114612,10.193384,3.1008596,liver cancer - patient 2177,0,5615,liver cancer - patient 2177_10000,63621.395,63441.71,179.68243,0.0
7.7858076,0.27091616,0.22278064,1.793967,3.322659,3.3086915,3.9217958,-2.468892,8.155821,4.6135383,0.5117432,2.6328154,5.514307,-0.72562325,3.1884556,7.6286006,-0.18506342,5.342492,0.0050741434,1.7069968,-3.5961783,1.7671666,1.290662,3.8947697,2.5572686,1.1994559,6.0667124,-1.040942,4.503927,5.2308555,6.1221533,3.3202536,liver cancer - patient 2177,0,5602,liver cancer - patient 2177_10000,68707.195,68576.27,130.92574,0.0
3.7401485,1.6575334,3.8207843,6.4657745,3.0965123,1.9998271,10.692121,4.111784,-0.04844153,0.53510827,1.6074433,1.9064283,4.004528,1.910229,2.2547154,-0.72592217,1.7661711,6.2690372,3.1745694,2.5700703,2.4949265,0.49214685,5.395398,5.443713,1.0111223,1.1166239,-0.22122061,4.217353,3.5204167,1.5586611,1.4803269,0.8214772,liver cancer - patient 2177,0,4857,liver cancer - patient 2177_10000,15211.859,15115.64,96.2202,0.0
0.7437366,11.488451,4.2991953,5.285497,4.5198426,14.199747,1.197978,9.039202,11.41588,28.73115,40.83249,4.40071,8.534833,18.964008,-0.696541,-11.308923,5.0139494,1.3747132,0.3879495,18.415823,2.8223486,-2.6766021,3.1468952,9.084219,14.410782,0.13616973,10.645651,31.149307,8.927931,4.36615,-5.911876,19.40805,liver cancer - patient 2177,0,6734,liver cancer - patient 2177_10000,214494.06,212863.75,1630.3148,0.0
3.915866,3.2076225,-0.9288122,7.1542807,-1.7517099,10.5456915,5.4717035,0.019487977,28.244566,24.075195,25.604954,4.279747,5.55328,2.1034026,-1.7912072,-4.4550986,4.6700115,4.0544147,10.136219,5.28164,-2.0179698,-0.86396027,0.3143764,-2.8419538,26.368614,5.15263,26.968864,24.67445,13.041805,15.958321,13.389763,11.067159,liver cancer - patient 2177,0,8451,liver cancer - patient 2177_10000,323954.44,322480.44,1473.9954,0.0
2.6833515,0.5464537,-0.35100347,2.5637717,-0.372881,3.3418474,2.1029882,-0.19913137,4.445528,3.7180476,3.8369699,1.9955883,2.0741272,0.17998713,-0.07531899,0.21503818,1.7974346,2.2729697,2.8615255,0.6730877,-1.2895056,0.17029136,0.4031207,-1.4073948,4.224844,2.4419055,5.928539,4.4203854,3.911582,4.419989,4.860062,2.4557073,liver cancer - patient 2177,0,6332,liver cancer - patient 2177_10000,27021.803,26957.023,64.7792,0.0
0.8572451,8.543188,4.335324,4.011218,4.2375007,8.872858,0.7457665,7.344239,6.0801687,15.857361,19.762705,3.3403254,6.0539846,12.998199,-0.45628786,-8.643905,3.4788232,1.1982398,-0.27334118,13.606869,2.5029182,-2.2757025,2.3929362,8.122909,8.147142,-0.34747845,6.2243476,15.068958,6.438014,2.8981686,-5.589241,13.293739,liver cancer - patient 2177,0,6798,liver cancer - patient 2177_10000,69842.61,69276.36,566.2506,0.0
11.993536,0.6134256,0.026834846,2.3754597,4.749669,3.9843712,5.8029504,-2.5576892,12.634356,7.7231016,0.43585682,3.7092438,9.219749,-1.260814,4.8453293,11.928307,-0.16305393,6.2762384,-0.3848734,2.8513098,-5.0566697,1.8599194,1.7836256,6.519166,3.9409602,1.5724633,8.519729,-1.8692772,5.771635,8.223213,8.326,4.374518,liver cancer - patient 2177,0,5313,liver cancer - patient 2177_10000,131418.33,131124.36,293.97037,0.0
8.809498,2.7739916,3.369475,5.9402494,10.805414,1.6203408,15.046312,1.3451282,2.810869,2.3928454,0.11437887,3.5410297,10.377431,0.9290067,4.923479,2.8124151,1.2771149,6.6129327,-0.9874335,12.287458,1.1723293,4.213278,10.493155,20.680616,1.5900689,0.026848018,1.0742297,-0.42864054,4.9867992,6.468116,6.0125327,1.5066257,liver cancer - patient 2177,0,2821,liver cancer - patient 2177_10000,127196.74,126814.234,382.50543,0.0
2.5096643,10.914686,0.10298258,12.022936,-0.6744349,30.7209,7.806753,2.5779305,119.439926,123.0403,165.97159,5.8254166,13.609854,9.865698,-2.6955996,-11.055771,11.796631,3.8128967,13.450782,15.595097,-0.63126737,-2.5683072,0.70136636,-0.5317093,103.36326,7.7664585,90.28083,155.38246,29.398863,30.757828,8.256377,27.670727,liver cancer - patient 2177,0,9300,liver cancer - patient 2177_10000,2422356.2,2379964.5,42391.734,0.0
14.182978,5.89295,11.518688,20.536604,10.111744,2.9087167,99.86749,23.228397,-0.6017798,2.2735806,5.5420313,5.083194,13.298416,5.608719,5.157723,-4.422288,6.8385954,29.170172,11.207318,7.357379,5.69602,0.25177187,17.757633,14.414396,2.7270882,1.7700979,-1.3233349,14.860495,10.183821,2.785122,0.53220326,2.3763895,liver cancer - patient 2177,0,2375,liver cancer - patient 2177_10000,251818.92,246920.16,4898.771,0.0
