epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,use_beta_S_in_test_loss,test_beta_S,main_folder,losses_file,run
10,374.08895824561404,350.0176136842106,24.07134601754386,0.0,425.35624280701757,401.6096866666667,23.74655450877193,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
11,374.5579394736842,350.53102929824564,24.026908438596493,0.0,420.6997578947369,396.8951828070176,23.804573666666666,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
12,355.21998561403507,331.4357131578947,23.784273771929822,0.0,415.84419789473685,392.0036705263158,23.840526807017543,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
13,351.3127149122807,327.3874647368421,23.925248649122807,0.0,412.969508245614,389.08816754385964,23.88134247368421,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
14,350.163410877193,326.04977298245615,24.113636175438593,0.0,408.7509103508772,384.83407666666665,23.916835631578945,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
15,351.69002368421053,327.58188666666666,24.10813566666667,0.0,406.23736789473685,382.2783661403509,23.958999438596493,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
16,358.4184515789473,334.54644754385964,23.872003140350877,0.0,404.0069750877193,380.14997666666665,23.856999298245615,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
17,351.5202459649123,327.13632842105267,24.383916263157897,0.0,399.1978868421053,375.2715801754386,23.92630785964912,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
18,348.03712684210524,323.8611643859649,24.175959754385964,0.0,397.11511824561404,373.0778,24.037320684210528,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
19,339.65723719298245,315.81596491228066,23.841270333333334,0.0,395.14098771929827,371.06882684210524,24.072160263157897,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
20,328.0300780701754,304.18970122807013,23.84037643859649,0.0,392.9857392982456,368.85634280701754,24.129395210526315,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
21,333.17825578947367,309.18539315789474,23.99286556140351,0.0,391.49771789473687,367.30854631578944,24.189170631578946,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
22,330.4649103508772,306.0886040350877,24.376307245614036,0.0,389.29110421052627,365.0624694736842,24.22863507017544,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
23,321.24161684210526,297.30733649122806,23.93428038596491,0.0,388.6769642105263,364.42301087719295,24.253952754385963,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
24,322.12740526315787,297.7361129824561,24.391292298245613,0.0,385.9810756140351,361.69053263157895,24.290542824561403,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
25,318.8604087719298,294.6641771929825,24.19623054385965,0.0,385.3952285964913,361.0699098245614,24.32531945614035,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
26,319.7012359649123,295.3515549122807,24.34967854385965,0.0,384.4602557894737,360.1144143859649,24.345843824561403,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
27,319.6312394736842,295.02515666666665,24.606085964912282,0.0,382.8002256140351,358.4081433333333,24.392079859649122,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
28,316.0704105263158,291.45626684210526,24.614145280701752,0.0,381.6482829824562,357.25793631578944,24.390347859649122,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
29,313.4634236842105,288.83000666666663,24.63341545614035,0.0,380.56454017543865,356.1556105263158,24.408932350877194,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
30,315.4117133333333,290.90109456140345,24.51062098245614,0.0,379.7570677192982,355.3178294736842,24.439239368421052,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
31,311.36528228070176,286.7671364912281,24.598148350877192,0.0,378.79978578947373,354.33807157894734,24.461715122807014,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
32,319.76667,295.6270189473684,24.13965049122807,0.0,377.7642452631579,353.4926036842105,24.271642403508775,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
33,311.99379614035087,287.59302561403507,24.40077003508772,0.0,375.56330754385965,351.25166789473684,24.311638157894738,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
34,315.4722243859649,290.7292840350877,24.74294335087719,0.0,374.94280315789473,350.5629821052632,24.379819859649125,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
35,308.41024192982456,283.9217124561403,24.488530491228072,0.0,374.4274829824561,350.0058907017544,24.421593280701757,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
36,312.0896850877193,287.1301987719298,24.95948543859649,0.0,373.48404280701754,349.01232175438594,24.471719894736843,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
37,303.6939403508772,279.36922087719296,24.324718999999998,0.0,373.11679859649126,348.5929307017544,24.52386901754386,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
38,304.97989631578946,280.10581859649125,24.874079701754386,0.0,372.30288701754387,347.77589666666665,24.526989789473685,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
39,304.81028368421056,280.05049157894734,24.75978805263158,0.0,371.80343105263154,347.258889122807,24.54454140350877,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
40,307.8494998245614,282.7289185964912,25.120583315789474,0.0,371.1930998245614,346.60244491228076,24.59065389473684,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
41,295.40721631578947,271.24660385964916,24.16061361403509,0.0,370.8531273684211,346.2482761403509,24.604852912280702,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
42,291.5479656140351,267.33954807017545,24.208414807017547,0.0,370.2730396491228,345.6330501754386,24.639990298245614,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
43,297.8212614035088,273.04961982456143,24.77164187719298,0.0,369.3029887719298,344.6496224561404,24.653363842105264,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
44,290.35708087719297,265.849479122807,24.507600736842107,0.0,369.66176070175436,344.98946719298243,24.672292105263157,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
45,298.6452831578947,273.55664438596494,25.088637228070176,0.0,368.6585929824561,343.97356631578947,24.685026684210527,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
46,296.9259152631579,271.90648087719296,25.019434298245613,0.0,368.32501157894734,343.59900912280705,24.726001210526316,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
47,295.5264110526316,270.5353363157895,24.991074456140353,0.0,368.08706596491226,343.34469596491226,24.742371754385964,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
48,303.2459552631579,278.56718561403505,24.678770017543858,0.0,367.1068984210526,342.56698929824563,24.53990607017544,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
49,298.49958947368424,273.7211580701754,24.778429649122806,0.0,365.3316905263158,340.7556945614035,24.57599640350877,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
50,296.7986750877193,272.27930421052633,24.51937003508772,0.0,365.0808559649123,340.43151280701755,24.649341157894735,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
51,294.5408354385965,269.85325175438595,24.687581771929825,0.0,364.6451796491228,339.9574480701755,24.68773361403509,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
52,293.23254368421055,268.1223147368421,25.11022803508772,0.0,364.36623719298245,339.622022631579,24.744212631578947,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
53,292.026389122807,266.9026654385965,25.123724754385965,0.0,363.8965601754386,339.1009696491228,24.795591771929825,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
54,291.44570315789474,266.32603508771933,25.119667754385965,0.0,363.9368631578947,339.1084101754386,24.828455684210528,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
55,290.59551280701754,265.74202824561405,24.853484140350876,0.0,363.8805943859649,339.02042894736843,24.8601649122807,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
56,288.5110398245614,263.6135,24.897539736842106,0.0,363.15718315789474,338.2866414035088,24.870542280701756,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
57,286.3591077192982,261.24664140350876,25.11246601754386,0.0,363.11219350877195,338.2372354385965,24.874959140350878,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
58,291.41662298245615,266.22159157894737,25.195031368421052,0.0,363.1647456140351,338.227821754386,24.936922842105265,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
59,284.6994554385965,259.70351280701755,24.995943964912282,0.0,362.5764945614035,337.6334877192983,24.9430069122807,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
60,286.59948982456143,261.3968710526316,25.20261898245614,0.0,362.47939491228067,337.5107524561404,24.968641736842105,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
61,289.1393596491228,263.6016952631579,25.53766689473684,0.0,362.1702489473684,337.15607175438595,25.014177368421052,0.0,64,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_bs/runs/0,./data/tuner/agren_40_bs/runs/0/losses.csv,0
