epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,use_beta_S_in_test_loss,test_beta_S,main_folder,losses_file,run
10,735.588844,706.923008,28.665832133333332,0.0,727.419336,698.9129173333333,28.506425266666668,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
11,705.6738966666667,677.1956960000001,28.478203599999997,0.0,711.5867513333334,683.3082633333332,28.278487466666668,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
12,685.8723513333333,657.4842133333333,28.388133533333335,0.0,695.4450966666666,667.1858993333334,28.259195133333332,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
13,637.6890833333333,610.246396,27.442676933333335,0.0,680.956546,652.7854453333333,28.171106599999998,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
14,648.7743713333333,620.6638353333333,28.110533533333335,0.0,668.5265193333333,640.5560273333334,27.970480533333333,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
15,639.863854,612.2234066666666,27.64045786666667,0.0,657.253152,629.4846933333333,27.768462866666667,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
16,634.3406893333333,606.995256,27.34542133333333,0.0,647.0415546666667,619.443834,27.5977142,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
17,615.674434,588.4420726666667,27.232356933333335,0.0,638.3439539999999,610.9360419999999,27.407920400000002,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
18,617.6064886666667,590.297316,27.309168466666666,0.0,630.8682126666666,603.6749253333332,27.1932926,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
19,611.1030946666667,584.2828266666667,26.820269933333336,0.0,624.0134126666667,596.988244,27.0251696,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
20,608.5209026666666,581.6855526666666,26.835357666666667,0.0,617.5635226666667,590.677918,26.885606,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
21,595.8224446666667,569.0283533333334,26.794101266666665,0.0,611.5241646666667,584.747082,26.777075733333334,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
22,577.1909226666667,550.7973046666666,26.393622933333333,0.0,605.8260893333334,579.1438453333334,26.682252333333334,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
23,576.9680226666666,550.6958520000001,26.2721732,0.0,600.4215033333334,573.8323286666667,26.589174333333336,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
24,588.0153333333333,561.5525986666667,26.462733733333334,0.0,595.3214019999999,568.815504,26.505896600000003,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
25,577.6581573333333,551.203726,26.454421,0.0,590.4476893333334,564.0149926666667,26.432696200000002,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
26,564.729778,538.5410846666666,26.1886946,0.0,585.8901986666666,559.5285206666666,26.361686466666665,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
27,588.6254033333333,562.239738,26.3856662,0.0,581.44291,555.1533806666666,26.289542200000003,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
28,560.376134,534.16846,26.207668466666668,0.0,577.2703946666667,551.0493186666666,26.221081333333334,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
29,568.5879786666667,542.0497373333333,26.538241333333335,0.0,573.3095526666667,547.1567413333333,26.152802533333332,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
30,538.0684786666667,512.109572,25.958902000000002,0.0,569.4104566666666,543.3398446666666,26.070615999999998,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
31,540.1201746666667,513.915938,26.20423806666667,0.0,565.7975053333333,539.7850786666667,26.012433199999997,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
32,562.3352026666668,536.1805606666667,26.154647666666666,0.0,562.1356453333334,536.2310213333334,25.904625733333333,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
33,532.518308,506.91037866666665,25.607936733333336,0.0,558.7270186666667,532.8884886666667,25.838524266666663,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
34,555.7656233333333,529.8574186666667,25.90819786666667,0.0,555.4463986666667,529.6677146666667,25.778682066666665,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
35,537.9580693333334,512.22357,25.7345058,0.0,552.4530686666666,526.7339106666666,25.719158266666668,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
36,549.4907526666667,523.7396160000001,25.7511432,0.0,549.461962,523.8061353333334,25.655809266666665,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
37,535.7627346666667,510.186726,25.57600946666667,0.0,546.6404513333333,521.0500453333333,25.590420400000003,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
38,551.8741160000001,525.9715613333333,25.902549533333335,0.0,543.9049113333333,518.3886513333333,25.51626286666667,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
39,522.0301586666667,496.73562000000004,25.294537866666666,0.0,541.3396833333334,515.883738,25.455942666666665,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
40,512.2739573333333,486.73362,25.540334599999998,0.0,538.8706026666666,513.4771946666666,25.393415066666666,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
41,515.859908,490.3153633333333,25.544538866666667,0.0,536.479094,511.15011866666663,25.328969533333336,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
42,505.87908400000003,480.6631306666667,25.215952133333335,0.0,534.0313186666667,508.756368,25.27495,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
43,528.092862,502.4748026666667,25.618054400000002,0.0,531.8603840000001,506.64785333333333,25.212544933333334,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
44,519.9050553333333,494.64995066666665,25.255098466666666,0.0,529.782534,504.6326153333333,25.149911799999998,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
45,515.9960053333333,490.83736733333336,25.158642733333334,0.0,527.6966206666667,502.59995333333336,25.096674933333336,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
46,522.4323533333334,497.01370733333334,25.41865273333333,0.0,525.52889,500.4906233333333,25.038276333333332,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
47,526.66667,501.6221753333333,25.044497200000002,0.0,523.7129713333333,498.71983,24.993133133333334,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
48,506.18782266666665,481.12309,25.064734533333333,0.0,521.6585973333333,496.73258466666664,24.9260144,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
49,515.6134326666667,490.66627933333336,24.947151466666664,0.0,519.6897366666667,494.8066766666667,24.883062266666666,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
50,506.61521266666665,481.7676413333333,24.847567933333334,0.0,517.975638,493.13638199999997,24.839254933333333,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
51,503.09311333333335,478.1063733333333,24.98674026666667,0.0,516.2195033333334,491.42258066666665,24.796923933333336,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
52,497.92364266666664,472.9690073333333,24.954633333333334,0.0,514.5777,489.821658,24.756034133333333,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
53,518.2821466666667,493.1750153333333,25.107134933333334,0.0,512.9292126666667,488.21491799999995,24.714311666666667,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
54,497.43161266666664,472.6395653333333,24.792045466666664,0.0,511.43137733333333,486.7623806666667,24.668999066666668,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
55,509.88869266666666,485.01303333333334,24.875662533333333,0.0,509.8785933333333,485.249028,24.629566866666668,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
56,490.8920733333333,466.23262600000004,24.6594488,0.0,508.47114200000004,483.8823913333334,24.5887502,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
57,501.164698,476.4818413333333,24.682859,0.0,506.9980593333333,482.44692200000003,24.5511378,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
58,474.54195400000003,450.0508873333334,24.491065733333336,0.0,505.68962466666665,481.17231400000003,24.51730973333333,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
59,498.90436666666665,474.14987933333333,24.754486733333334,0.0,504.2865966666667,479.80987333333337,24.476724733333334,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
60,493.792058,469.1321306666667,24.659925666666666,0.0,503.0170713333334,478.5684706666667,24.448601266666667,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
61,480.3381086666667,456.061962,24.276151466666665,0.0,501.730626,477.3156833333333,24.414939333333333,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
62,480.62369533333333,456.4060073333333,24.217686599999997,0.0,500.4427833333333,476.052986,24.389800066666666,0.0,64,256,0,32,5,1e-05,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,16,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/agren_40_lr/runs/0,./data/tuner/agren_40_lr/runs/0/losses.csv,0
