epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,use_beta_S_in_test_loss,test_beta_S,main_folder,losses_file,run
10,528.1368844419643,502.29401542410716,25.84286777232143,0.0,557.7722412276786,532.1785320535714,25.59370859151786,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
11,516.9212964955357,491.0656957142857,25.855601196428573,0.0,549.1075533928572,523.5222298883929,25.58532203794643,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
12,506.15992642857145,480.2787927455357,25.881133964285713,0.0,540.4833973214286,514.8849559598215,25.598442247767856,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
13,497.3281559375,471.4303797767857,25.89777749776786,0.0,533.8451316071429,508.2544580803571,25.59067390625,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
14,488.9718411607143,463.0221828794643,25.949658426339287,0.0,527.4899814508929,501.8649908258929,25.624991484375,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
15,481.2509220982143,455.2719984375,25.978925,0.0,521.4353842410715,495.79605946428575,25.639323254464284,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
16,481.0285048678414,455.26121118942734,25.76729475110132,0.0,516.2284578854625,490.6673103303965,25.561148251101322,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
17,470.44261240088105,444.5966895594713,25.84592371585903,0.0,509.70077781938323,484.07985059471366,25.620928814977972,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
18,462.8683685022026,436.99901636563874,25.869352808370046,0.0,505.07872167400876,479.46971724669606,25.609004057268724,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
19,456.2166723348018,430.32696057268726,25.88971227092511,0.0,500.3505431718062,474.73751552863433,25.61302749339207,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
20,451.05697341409694,425.0976411013216,25.959331224669604,0.0,496.9516162995595,471.2746384361234,25.67697828414097,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
21,445.3444959911894,419.4495546475771,25.894941718061677,0.0,492.84971599118944,467.2595567621145,25.590158947136562,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
22,439.9835418722467,414.0993128193833,25.88422860572687,0.0,489.03947718061676,463.4679859030837,25.57149101982379,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
23,435.4354983039647,409.5708187444934,25.864679359030838,0.0,485.6701689647577,460.12234722466957,25.547822162995597,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
24,444.33021690744926,418.52890979683974,25.801307821670427,0.0,482.550568013544,457.15395966139954,25.396608288939053,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
25,436.9527344920993,411.1584786004515,25.794255476297966,0.0,477.95563688487584,452.5712543115124,25.384382758465012,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
26,432.18019158013544,406.3927153498871,25.78747727088036,0.0,475.025339503386,449.6558246952596,25.369513923250565,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
27,428.44206751693,402.68084058690744,25.761226738148984,0.0,473.03523266365687,447.6926623250564,25.342569582392777,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
28,424.3066819187359,398.5439433860045,25.76273868623025,0.0,470.05843467268625,444.7232286455982,25.33520573589165,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
29,420.57281835214445,394.8101649887133,25.762653151241537,0.0,467.8035256884876,442.4669992099323,25.336526135440177,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
30,417.6686008126411,391.92080864559824,25.747792390519187,0.0,465.98146397291197,440.66453099322797,25.31693369300226,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
31,414.39697972911966,388.6532914672686,25.743687677200903,0.0,463.6794506997743,438.37103088036116,25.308419261851014,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
32,419.8933390022173,394.40235268292685,25.490986350332594,0.0,462.0886284478936,436.95804146341465,25.130586541019955,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
33,413.4925819290466,387.97958552106434,25.51299657871397,0.0,458.8572034368071,433.71441634146345,25.142787802660756,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
34,409.5956228603104,384.0559813968958,25.53964118181818,0.0,457.1871705543237,432.0335927494457,25.15357785144124,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
35,407.859307405765,382.3197232594235,25.53958442572062,0.0,456.603479135255,431.44934436807097,25.15413463858093,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
36,403.15495946784927,377.57861649667404,25.57634327272727,0.0,453.66094330376944,428.4796097782705,25.18133376496674,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
37,400.89101252771616,375.34241436807093,25.548598301552108,0.0,452.8684563858093,427.71828110864743,25.150174820399112,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
38,398.631493481153,373.07354503325945,25.557948977827053,0.0,451.51108911308205,426.3558685809313,25.15522058758315,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
39,396.1210384035477,370.57686053215076,25.54417775609756,0.0,450.1143584700665,424.98273496674057,25.131623394678492,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
40,405.6175329831933,380.1363010294118,25.48123187605042,0.0,451.07864596638655,426.0113501260504,25.067296659663864,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
41,397.2020764495798,371.6922656722689,25.50981161134454,0.0,445.98053920168064,420.9131518277311,25.067388262605043,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
42,394.0372330462185,368.5190857563025,25.51814800630252,0.0,444.53893037815124,419.4748964285714,25.06403411554622,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
43,391.78859334033615,366.2680807983194,25.520512500000002,0.0,443.497250210084,418.4351940756303,25.06205588445378,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
44,389.52610455882353,364.00095086134456,25.52515363865546,0.0,442.4824424369748,417.41383569327735,25.06860612815126,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
45,387.8422494537815,362.31062552521007,25.53162366176471,0.0,441.76385903361347,416.69862897058823,25.065230581932774,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
46,385.12469407563026,359.5713793277311,25.553315100840337,0.0,440.168532605042,415.0820073739496,25.08652467436975,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
47,383.29018231092437,357.7354024159664,25.55477988865546,0.0,439.26357296218487,414.1844243487395,25.079148699579832,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
48,389.7942365311005,364.38578198564596,25.408454703349285,0.0,439.761359569378,414.77104311004786,24.990316200956936,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
49,384.8262852631579,359.3989109569378,25.427374897129187,0.0,437.81906215311005,412.8080256220096,25.01103684449761,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
50,381.302108923445,355.844769138756,25.457340014354067,0.0,436.4948341148325,411.45598727272727,25.03884577511962,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
51,379.2543211004785,353.77993272727275,25.47438801196172,0.0,436.00114272727274,410.94283667464117,25.05830604784689,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
52,376.9737427033493,351.4839819138756,25.489760944976076,0.0,435.42907301435406,410.3602432775119,25.068830028708135,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
53,375.5117866267943,350.00480119617225,25.506985586124404,0.0,435.0601852631579,409.96851557416267,25.091670193779905,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
54,373.84143784688996,348.3259805263158,25.51545751435407,0.0,434.67478287081343,409.57439413875596,25.10038873923445,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
55,372.9251275119617,347.39786906698566,25.527258320574163,0.0,434.66754389952155,409.5597828947369,25.10776021770335,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
56,380.46080228699554,355.08536656950673,25.375435091928253,0.0,433.3310075560538,408.3528795515695,24.978128885650225,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
57,375.5692640807175,350.171567264574,25.397697558295967,0.0,430.9589814573991,405.96054986547085,24.998432605381165,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
58,372.1796668609865,346.75850051569506,25.42116589237668,0.0,429.34983652466366,404.33592540358745,25.013910968609867,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
59,370.6950130269058,345.2429772197309,25.452035715246637,0.0,428.8559907174888,403.82518793721977,25.03080324215247,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
60,369.307686793722,343.8614588565022,25.446228076233186,0.0,428.70721040358745,403.6744896412556,25.032720262331836,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
61,367.0927241704036,341.6143725784753,25.47835205381166,0.0,427.5718758071749,402.5144262331839,25.057449603139013,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
62,365.942760941704,340.4646813228699,25.478080213004485,0.0,427.55048562780274,402.488175941704,25.062309661434977,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
63,364.8905259641255,339.4058794394619,25.484646506726456,0.0,427.060422735426,402.0008419506727,25.059581679372197,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
64,373.2329318303572,347.8455260044643,25.38740538169643,0.0,427.0177751785714,402.0473436830357,24.97043164955357,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
65,368.2448572767857,342.79956941964286,25.445288151785714,0.0,424.68925066964283,399.6708976339286,25.01835334151786,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
66,365.22504421875,339.74363674107144,25.481407975446427,0.0,423.4391000892857,398.38518357142857,25.05391636830357,0.0,256,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,1,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,False,0.0,./data/models/agren_40_long/,./data/models/agren_40_long/losses.csv,0
