epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,test_beta_S,main_folder,losses_file,run
10,1088.6786026666666,1084.0512906666668,4.627311766666667,0.0,1115.5398933333333,1111.1203400000002,4.41956788,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
11,1066.8224093333333,1062.0343253333333,4.788091686666666,0.0,1106.3276733333332,1101.81762,4.51007944,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
12,1059.1939853333333,1054.2664133333333,4.9275808,0.0,1097.7256,1093.1355266666665,4.590062246666666,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
13,1050.7858886666666,1045.867254,4.9186603,0.0,1093.2553999999998,1088.6579666666667,4.5974333666666665,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
14,1066.0091706666667,1061.0192246666668,4.9899568,0.0,1087.8750733333334,1083.23558,4.639487673333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
15,1062.9254673333332,1058.0080933333334,4.917367126666666,0.0,1083.66652,1078.9989333333333,4.667584513333334,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
16,1092.8424826666667,1087.5132753333335,5.329218946666667,0.0,1080.8318333333334,1076.1518266666667,4.680025433333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
17,1045.9829073333333,1040.8363833333335,5.14654086,0.0,1075.0211933333333,1070.2852533333332,4.7359275,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
18,1030.6416866666666,1025.6045773333333,5.037114193333333,0.0,1070.9881533333332,1066.2318933333333,4.756269133333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
19,1088.0937953333332,1083.08148,5.0123167,0.0,1064.7773399999999,1060.0137399999999,4.7635943266666665,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
20,1096.0175126666666,1090.7152733333335,5.302222226666667,0.0,1062.6650333333334,1057.8794666666665,4.785561453333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
21,957.663526,952.4321980000001,5.231317,0.0,1062.0517533333334,1057.2788333333333,4.77293826,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
22,1010.1995833333333,1005.0590326666667,5.140570193333333,0.0,1057.5749866666667,1052.7336533333335,4.84134052,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
23,1058.257646,1053.1547486666666,5.102903473333333,0.0,1054.98062,1050.13316,4.847454126666666,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
24,1044.664276,1039.5777486666666,5.086504140000001,0.0,1051.2481866666667,1046.3658933333334,4.882295773333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
25,1021.29787,1016.0462433333333,5.251635373333333,0.0,1048.8649799999998,1043.9232,4.9417615800000005,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
26,1020.8558533333332,1015.6580893333334,5.19776976,0.0,1045.91014,1040.91016,4.99997508,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
27,1055.614882,1050.3670733333333,5.247804006666667,0.0,1042.0351466666666,1036.9689133333334,5.066228333333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
28,1016.5010673333333,1011.0500673333333,5.450986146666667,0.0,1038.3356333333334,1033.2320733333333,5.103543486666667,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
29,989.0547133333333,983.648846,5.405846966666667,0.0,1035.7430733333333,1030.60768,5.135396313333334,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
30,1012.4134906666666,1006.7617779999999,5.651696946666666,0.0,1032.1278466666668,1026.9752446666666,5.152581113333333,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
31,943.9251626666667,938.5090846666667,5.416075813333333,0.0,1028.8088933333333,1023.6167886666666,5.192123186666667,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
32,1022.326514,1016.2569139999999,6.0696272,0.0,1028.8220900000001,1023.574526,5.2475391700000005,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
33,997.7189470000001,991.71406,6.0049027100000005,0.0,1028.56759,1023.2858840000001,5.281715119999999,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
34,941.89499,936.0366700000001,5.85831678,0.0,1023.9550839999999,1018.625272,5.32982423,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
35,989.0384190000001,983.3193800000001,5.71904026,0.0,1021.6358299999999,1016.3172010000001,5.31864584,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
36,987.579555,981.4448420000001,6.13470775,0.0,1021.606469,1016.2209639999999,5.38552202,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
37,990.002586,984.1478289999999,5.8547650099999995,0.0,1019.939881,1014.570917,5.3689665,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
38,977.310683,971.2572899999999,6.05338456,0.0,1019.121179,1013.705559,5.415618589999999,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
39,945.7890960000001,939.843407,5.94568298,0.0,1019.1452069999999,1013.7055630000001,5.4396483,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
40,944.2049425,938.17605,6.028906375,0.0,1029.33175,1023.9827250000001,5.349045425,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
41,1096.087125,1089.26626,6.82082235,0.0,1029.55445,1024.2472375,5.3072456500000005,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
42,957.85518,951.3463899999999,6.50879235,0.0,1027.2756,1021.992975,5.28264855,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
43,904.0280325,898.45245,5.5755873,0.0,1027.9468,1022.6142175,5.332603349999999,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
44,987.100625,981.437705,5.662916425000001,0.0,1029.7706,1024.4670875,5.30350505,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
45,957.664195,952.038625,5.625564075,0.0,1027.372675,1022.0700025,5.3026696,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
46,951.7450525,945.7482375,5.996817399999999,0.0,1027.834125,1022.458345,5.375728925,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
47,939.508625,933.9082424999999,5.6003847,0.0,1028.61505,1023.2579499999999,5.357115375,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
48,912.3968,906.9203,5.476494,0.0,1029.2394,1023.8868,5.352618,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
49,874.45917,868.85065,5.608507,0.0,1025.0156,1019.71344,5.302227,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
50,827.4572,822.04175,5.415461,0.0,1020.7644,1015.43616,5.328249,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
51,891.31116,885.45795,5.853241,0.0,1019.7715,1014.43115,5.340339,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
52,908.9086,903.50793,5.400692,0.0,1018.8563,1013.46515,5.391171,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
53,857.30164,852.39197,4.9096584,0.0,1016.98004,1011.5913,5.3887415,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
54,813.6788,808.92236,4.756402,0.0,1021.40576,1016.0429,5.362843,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
55,986.47595,981.1376,5.3383913,0.0,1018.174,1012.70984,5.4641743,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
56,850.332,845.3862,4.945727,0.0,1019.7211,1014.35645,5.364704,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
57,877.18616,870.43616,6.7499733,0.0,1019.57745,1014.1815,5.395925,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
58,967.3007,960.60547,6.695269,0.0,1021.738,1016.37463,5.363346,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
59,940.407,934.6499,5.7570972,0.0,1016.32184,1010.8946,5.4272757,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
60,987.9073,982.71643,5.1908617,0.0,1019.5888,1014.12537,5.4634547,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
61,889.2727,884.3847,4.887973,0.0,1018.33984,1012.85944,5.4804115,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
62,808.04803,802.9614,5.0866137,0.0,1018.7509,1013.23474,5.5161753,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
63,860.5903,854.3797,6.2105446,0.0,1015.86926,1010.3282,5.541075,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
64,1024.4252,1018.28723,6.1379347,0.0,1016.90814,1011.4599,5.44826,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
